summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or_opposite,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle?,vehicle_year,meter_number,feet_from_curb,violation_hour,is_weekend,day_category
1259652385,XCBD46,NJ,PAS,2015-07-08,19,SUBN,FORD,P,53830,29830,42730,0.0,84.0,84,0,357758,BNTE,0,1016A,K,O,210,JORALEMON,0,408,F1,BBBBBBB,ALL,ALL,WHT,0.0,0,-,0,10,False,Weekday
1259652397,XALL64,NJ,PAS,2015-07-08,48,DELV,FRUEH,P,77730,42730,56530,0.0,84.0,84,0,357758,BNTE,0,1025A,K,O,1,SMITH ST,0,408,C3,BBBBBBB,ALL,ALL,WHT,0.0,0,-,0,10,False,Weekday
1259652415,GGD1091,NY,PAS,2015-07-08,19,TWOD,HONDA,X,53830,29830,42730,20170421.0,84.0,84,0,357758,BNTE,0,1158A,K,F,209,JORALEMON,0,408,C3,BBBBBBB,ALL,ALL,BLUE,0.0,2010,-,0,11,False,Weekday
1259652427,GUD3775,NY,PAS,2015-07-08,46,SDN,HYUND,X,53830,29830,42730,20160804.0,84.0,84,0,357758,BNTE,0,1206P,K,F,210,JORALEMON,0,408,C3,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,12,False,Weekday
1259652439,GLE1849,NY,PAS,2015-07-09,21,FOUR,DODGE,P,80330,26730,67047,20151211.0,77.0,77,301,357758,T301,0,1136A,K,F,523,ST JOHN PL,0,408,I3,YBBYBBB,1130A,0100P,SILVE,0.0,2001,-,0,11,False,Weekday
1259652440,GTP8940,NY,PAS,2015-07-09,21,TWOD,SMART,P,0,40404,40404,20160930.0,77.0,77,301,357758,T301,0,1139A,K,F,541,ST JOHN ST,0,408,D1,YBBYBBB,1130A,0100P,WHITE,0.0,2015,-,0,11,False,Weekday
1259652464,GJW7377,NY,PAS,2015-07-09,21,VAN,FORD,P,0,40404,40404,20150825.0,77.0,77,301,357758,T301,0,1150A,K,F,617,ST JOHN ST,0,408,D1,YBBYBBB,1130A,0100P,WHITE,0.0,1999,-,0,11,False,Weekday
1259652890,GVF9608,NY,PAS,2015-07-08,37,SDN,TOYOT,P,73220,48830,27530,20170418.0,84.0,84,0,362255,BNTE,0,1040A,K,O,100,REMSEN ST,0,408,I3,YYYYYBB,0800A,0700P,BLK,0.0,2006,301-3552,0,10,False,Weekday
1335992273,GYW7373,NY,PAS,2015-07-14,46,SDN,HONDA,P,17130,22170,10110,20170609.0,9.0,9,9,952897,0009,0,1010A,NY,F,27,E 7TH ST,0,408,F1,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,10,False,Weekday
1335992935,Y8466JU,NY,COM,2015-07-14,46,VAN,DODGE,P,10210,17230,17250,0.0,9.0,9,9,906258,0009,0,1031A,NY,O,92,3RD AVE,0,408,F1,BBBBBBB,ALL,ALL,WHT,0.0,2005,-,0,10,False,Weekday
1335992947,UF147B,TN,PAS,2015-07-14,98,SDN,FORD,P,17110,12310,12410,0.0,9.0,9,9,906258,0009,0,1042A,NY,O,754,E 6 ST,0,408,F1,BBBBBBB,0  :A,0  :A,WHT,0.0,0,-,0,10,False,Weekday
1335992996,GGC8869,NY,PAS,2015-07-14,20,SDN,FIAT,P,17070,13460,10110,20150725.0,9.0,9,9,906258,0009,0,1221P,NY,F,72,E 4 ST,0,408,F1,YYYYYBB,0800A,0600P,WHITE,0.0,2013,-,0,12,False,Weekday
1335993022,GVP4633,NY,PAS,2015-07-14,46,SDN,MITSU,P,17110,12310,12410,0.0,9.0,9,9,906258,0009,0,1238P,NY,F,737,E 6 ST,0,408,F1,BBBBBBB,ALL,ALL,TAN,0.0,0,-,0,12,False,Weekday
1335993046,GVB7706,NY,PAS,2015-07-14,46,SUBN,TOYOT,P,17150,12310,12410,0.0,9.0,9,9,906258,0009,0,1250P,NY,F,373,E 8 ST,0,408,F1,BBBBBBB,ALL,ALL,GREY,0.0,2004,-,0,12,False,Weekday
1335993058,GCA9354,NY,PAS,2015-07-15,16,SDN,AUDI,P,17050,10110,10010,20161210.0,9.0,9,9,906258,0009,0,0845A,NY,F,91,E 3 ST,0,408,F1,YYYYYBB,0700A,0400P,BLACK,0.0,2003,-,0,8,False,Weekday
1335993060,GVU7654,NY,PAS,2015-07-15,16,SUBN,ACURA,P,17050,10110,10010,20170101.0,9.0,9,9,906258,0009,0,0848A,NY,F,55,E 3ST,0,408,K2,YYYYYBB,0800A,0600P,BLACK,0.0,2015,-,0,8,False,Weekday
1335993101,R55ABA,NJ,PAS,2015-07-15,20,SDN,SATUR,P,20490,10600,17095,0.0,9.0,9,9,906258,0009,0,0928A,NY,F,709,FDR DR,0,408,D,BBBBBBB,ALL,ALL,TAN,0.0,0,-,0,9,False,Weekday
1335993125,XS459D,NJ,PAS,2015-07-15,46,DELV,MITSU,P,10110,17210,17230,0.0,9.0,9,9,906258,0009,0,1006A,NY,O,175,2ND AVE,0,408,F1,BBBBBBB,0  :A,ALL,BLK,0.0,0,-,0,10,False,Weekday
1335993150,GST7517,NY,PAS,2015-07-15,20,SDN,VOLKS,P,17150,12310,12410,20161030.0,9.0,9,9,906258,0009,0,1222P,NY,F,394,E 8 ST,0,408,F1,BBBBBBB,0800A,0600P,GREY,0.0,0,-,0,12,False,Weekday
1335993162,GWH9169,NY,PAS,2015-07-15,20,SUBN,HONDA,P,17150,12310,12410,20170316.0,9.0,9,9,906258,0009,0,1223P,NY,F,402,E 8 ST,0,408,D,BBBBBBB,0800A,0600P,GREY,0.0,0,-,0,12,False,Weekday
1336367490,R46DYX,NJ,PAS,2015-07-03,40,SDN,BMW,P,0,0,0,0.0,62.0,62,62,931010,0062,0,0220A,K,,,S/B W 7 ST,0,408,F1,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,2,2,False,Weekday
1336367568,GNK8134,NY,PAS,2015-06-24,40,SUBN,FORD,P,73030,90880,32600,20160323.0,62.0,62,62,931010,0062,0,0102A,K,O,150,QUENTIN RD,0,408,F1,BBBBBBB,ALL,ALL,GREY,0.0,2012,-,1,1,False,Weekday
1336367623,GNN6204,NY,PAS,2015-06-14,98,SUBN,FORD,P,68730,6480,6580,20160227.0,62.0,62,62,931010,0062,0,0457A,K,F,1419,OVINGTON AVE,0,408,C3,BBBBBBB,ALL,ALL,BLUE,0.0,1996,-,0,4,True,Weekend
1336915638,JPN4957,PA,PAS,2015-06-23,46,SUBN,CHRYS,P,61890,46490,58390,0.0,104.0,104,104,945140,0104,0,0631P,Q,F,680,SENECA AVE,0,408,E2,BBBBBBB,ALL,ALL,GN,0.0,0,-,0,6,False,Weekday
1337473558,GRN4354,NY,PAS,2015-06-13,46,SDN,NISSA,P,10810,36390,36410,20160731.0,32.0,32,32,937092,0032,0,0520P,NY,F,2445,8TH AVENUE,0,408,F1,BBBBBBB,ALL,ALL,BK,0.0,2006,-,0,5,True,Weekend
1337551648,GBV8756,NY,PAS,2015-06-08,9,SUBN,SUBAR,P,54000,69230,63030,20160916.0,79.0,79,79,938392,0079,0,0937A,K,F,829,KENT AVE,0,408,J3,BBBBBBB,0  :,0  :,BLUE,0.0,2015,-,0,9,False,Weekday
1337590022,GXB2569,NY,PAS,2015-06-26,98,SUBN,FORD,P,29620,20420,44820,20170527.0,45.0,45,45,937763,0045,0,1055P,BX,F,3144,EAST TREMONT AVE,0,408,C3,BBBBBBB,ALL,ALL,GREEN,0.0,2004,-,0,10,False,Weekday
1337712530,GXB2271,NY,PAS,2015-06-21,71,SUBN,FORD,X,63195,28380,28500,20160414.0,47.0,47,808,942754,0808,0,1001A,BX,,1881,SCHIEFFELIN PL,0,408,A1,BBBBBBB,ALL,ALL,BLK,0.0,2002,-,0,10,True,Weekend
1337792676,GND9448,NY,PAS,2015-07-03,51,SUBN,NISSA,P,19820,60520,58220,20160225.0,45.0,45,45,947746,0045,0,0753P,BX,F,727,CLARENCE AVE,0,408,F1,BBBBBBB,ALL,ALL,BLACK,0.0,2004,-,0,7,False,Weekday
1338178301,GKC9587,NY,PAS,2015-07-10,40,SDN,CHRYS,P,55730,85730,85330,20150920.0,79.0,79,426,947605,0426,0,0115A,K,F,435,LEXINGTON AVE,0,408,C,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,1,False,Weekday
1338334487,GXT3467,NY,PAS,2015-06-17,14,SDN,INFIN,K,45210,40404,40404,20170329.0,1.0,1,1,160347,0001,0,0315A,NY,F,21,WEST THAMES STREET,0,408,F1,BBBBBBB,0  :,0  :,GREY,0.0,2006,-,0,3,False,Weekday
1338337579,GWT8884,NY,PAS,2015-06-21,14,SDN,NISSA,K,0,0,0,20170301.0,122.0,122,5,160461,0005,0,0357P,R,,,"MIDLAND BEACH, TURTL",0,408,C,BBBBBBB,0  :,0  :,RED,0.0,2007,-,0,3,True,Weekend
1338337610,GPK5311,NY,PAS,2015-07-05,24,SUBN,NISSA,K,0,0,0,20160408.0,122.0,122,5,160461,0005,0,0113P,R,O,,SOUTH BEACH FATHER C,0,408,D5,BBBBBBB,0  :,0  :,BLACK,0.0,2011,-,0,1,True,Weekend
1338337622,GVL7549,NY,PAS,2015-07-05,20,SUBN,SATUR,K,0,22270,0,20170113.0,122.0,122,5,160461,0005,0,0142P,R,O,,CEDAR GROVE PARKING,0,408,D5,BBBBBBB,0  :,0  :,RED,0.0,2008,-,0,1,True,Weekend
1338348991,GGS9728,NY,PAS,2015-06-21,24,SDN,TOYOT,K,46100,46850,0,20170510.0,122.0,122,5,160188,0005,0,0358P,R,,,SAND LA,0,408,C,BBBBBBB,10 0A,05 0A,BLK,0.0,2013,-,0,3,True,Weekend
1338349004,G51APP,NJ,PAS,2015-06-21,24,SUBN,MERCU,K,46100,0,0,20170388.0,122.0,122,5,160188,0005,0,0411P,R,,,SAND LA,0,408,D5,BBBBBBB,10 0A,05 0A,WHITE,0.0,0,-,0,4,True,Weekend
1338349016,GJS1333,NY,PAS,2015-06-21,24,SDN,NISSA,K,46100,46850,0,20150813.0,122.0,122,5,160188,0005,0,0420P,R,,,SAND LANE,0,408,D5,BBBBBBB,10 0A,05 0A,ORANG,0.0,2008,-,0,4,True,Weekend
1338349235,GAV4230,NY,PAS,2015-07-04,14,SUBN,TOYOT,K,48502,0,0,20170422.0,122.0,122,5,160472,0005,0,0931P,R,,,SOUTH BEACH,0,408,D,BBBBBBB,0  :,0  :,GRAY,0.0,2008,-,0,9,True,Weekend
1338349983,GGW8973,NY,PAS,2015-07-05,24,CONV,LEXUS,K,0,0,0,20150714.0,120.0,120,5,160955,0005,0,0105P,R,,,DOLPHINE CIRCLE,0,408,C,BBBBBBB,0  :,0  :,BLK,0.0,2002,-,0,1,True,Weekend
1338350160,GWR2447,NY,PAS,2015-07-05,27,SUBN,NISSA,K,0,0,0,20170309.0,122.0,122,5,160371,0005,0,0618P,R,,,MIDLAND BEACH LOT #9,0,408,D,BBBBBBB,0  :,0  :,WHITE,0.0,2006,-,0,6,True,Weekend
1338350237,GYF2988,NY,PAS,2015-07-05,62,SDN,FORD,K,0,0,0,20170622.0,122.0,122,5,160371,0005,0,0619P,R,,,MIDLAND BEACH LOT #9,0,408,D3,BBBBBBB,0  :,0  :,SILVE,0.0,0,-,0,6,True,Weekend
1338350596,GUX1798,NY,PAS,2015-06-21,27,SDN,LEXUS,K,0,0,0,20161230.0,120.0,120,5,160144,0005,0,0120P,R,,,INSIDE CLOVE LAKES P,0,408,C,BBBBBBB,0  :,0  :,GOLD,0.0,2005,-,0,1,True,Weekend
1338350614,GXK1355,NY,PAS,2015-07-05,20,SUBN,FORD,K,0,19045,0,20170525.0,122.0,122,5,160194,0005,0,0339P,R,,,SAND LANE CIRCLE,0,408,D4,BBBBBBB,0500A,1000A,BLACK,0.0,2005,-,0,3,True,Weekend
1338350651,GRJ8404,NY,PAS,2015-07-11,20,SDN,TOYOT,K,0,46100,0,20160626.0,122.0,122,5,160144,0005,0,0218P,R,,,FR CAPODANNO,0,408,C4,BBBBBBB,1000A,0500A,BLACK,0.0,2008,-,0,2,True,Weekend
1338351217,GWC7106,NY,PAS,2015-07-05,14,VAN,CHEVR,K,48502,0,0,20150714.0,122.0,122,5,160250,0005,0,0358P,R,,,SOUTH BEACH,0,408,D,BBBBBBB,0  :,0  :,BLK,0.0,2007,-,0,3,True,Weekend
1338351229,GHM9669,NY,PAS,2015-07-05,24,SUBN,TOYOT,K,48502,0,0,20170514.0,122.0,122,5,160250,0005,0,0458P,R,,,SOUTH BEACH,0,408,C,BBBBBBB,0500A,1000A,GREEN,0.0,2005,-,0,4,True,Weekend
1338351254,GYB2086,NY,PAS,2015-07-08,63,SDN,TOYOT,K,0,39800,0,20170427.0,122.0,122,5,160250,0005,0,1018P,R,,,CEDARSTORE AVE,0,408,D,BBBBBBB,ALL,ALL,SILVE,0.0,2015,-,0,10,False,Weekday
1338353007,JTV2669,PA,PAS,2015-06-26,63,SDN,BMW,P,48502,25908,25908,20160288.0,122.0,122,5,160230,0005,0,1045P,R,,,SOUTH BEACH,0,408,D,BBBBBBB,0  :,0  :,WH,0.0,0,-,0,10,False,Weekday
1338353020,GWR4207,NY,PAS,2015-07-11,20,SUBN,JEEP,K,46850,46100,0,20161001.0,122.0,122,5,160230,0005,0,0944P,R,,,FR CAPODANNO BLVD,0,408,D,BBBBBBB,ALL,ALL,WHITE,0.0,2005,-,0,9,True,Weekend
1338353123,OASUL4,CT,999,2015-06-20,67,SDN,FORD,K,11220,0,0,0.0,123.0,123,5,160219,0005,0,0255P,R,,,BLOOMINGDALE PARK,0,408,D3,BBBBBBB,0  :,0  :,WHITE,0.0,0,-,0,2,True,Weekend
1338353238,H34FCG,99,999,2015-06-21,24,SDN,MAZDA,K,48502,25908,25908,20160720.0,122.0,122,5,160219,0005,0,0320P,R,,,"SOUTH BEACH, DOLPHIN",0,408,C4,BBBBBBB,10 0A,05 0A,BLACK,0.0,0,-,0,3,True,Weekend
1338353263,GMJ4926,NY,PAS,2015-06-22,14,SUBN,BMW,P,48502,25908,25908,20160427.0,122.0,122,5,160219,0005,0,0112P,R,,,SOUTH BEACH LOT 2,0,408,F3,BBBBBBB,0  :,0  :,BLACK,0.0,2017,-,0,1,False,Weekday
1338477535,G6CHVYSS,NY,PAS,2015-07-03,10,SDN,CHEVR,P,0,0,0,20170329.0,1.0,1,574,934492,0574,0,0538P,NY,F,,W/S/O WEST ST,0,408,B,BBBBBBB,ALL,ALL,BLACK,0.0,1996,-,0,5,False,Weekday
1338573470,T615079C,NY,OMT,2015-06-26,51,SDN,LINCO,P,21340,6440,6790,20150731.0,109.0,109,109,879442,0109,0,1210P,Q,F,20-25,120 ST,0,408,J2,BBBBBBB,ALL,ALL,WH,0.0,2006,-,0,12,False,Weekday
1338995637,GYH8979,NY,PAS,2015-06-27,40,SDN,ME/BE,P,19390,10210,10110,20170514.0,25.0,25,425,938590,0425,0,0150P,,O,205,E 122 ST,0,408,D,BBBBBBB,ALL,ALL,BLK,0.0,2010,-,5,1,True,Weekend
1339247963,GZL7817,NY,PAS,2015-06-26,20,SDN,HONDA,X,8920,20020,26850,20150807.0,44.0,44,163,955565,0163,0,1022P,BX,O,1638,ANTHONY AVE,0,408,C,BBBBBBB,ALL,ALL,BLACK,0.0,2012,-,0,10,False,Weekday
1339247975,GUV7655,CT,PAS,2015-07-10,20,SDN,HONDA,P,20020,12520,0,0.0,49.0,49,163,954962,0163,0,1220A,BX,F,,CLAY AVE,0,408,E5,BBBBBBB,ALL,ALL,WHT,0.0,1991,-,0,12,False,Weekday
1339250718,GHN9924,NY,PAS,2015-06-13,46,SDN,ACURA,P,72720,27120,27150,20150911.0,46.0,46,46,949957,0046,0,0733P,BX,F,2270,WALTON AVE,0,408,D1,BBBBBBB,ALL,ALL,GREEN,0.0,1996,-,0,7,True,Weekend
1339605296,T673878C,NY,OMT,2015-06-21,40,SDN,TOYOT,X,35230,41730,13980,20160430.0,70.0,70,70,907458,0070,0,0722A,K,F,788,E 10 ST,0,408,C,BBBBBBB,ALL,ALL,GRN,0.0,2008,-,3,7,True,Weekend
1339605314,JZX426,SC,PAS,2015-06-21,40,SDN,BMW,P,41730,34930,35030,0.0,70.0,70,70,936000,0070,0,0640A,K,F,334,FOSTER AVE,0,408,F1,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,2,6,True,Weekend
1339605326,T674064C,NY,OMT,2015-06-21,67,SUBN,TOYOT,X,35180,41730,13980,20160430.0,70.0,70,70,907458,0070,0,0728A,K,F,714,E 9TH ST,0,408,E2,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,7,True,Weekend
1339882061,GSN6179,NY,PAS,2015-06-18,96,SUBN,NISSA,P,0,40404,40404,20160802.0,41.0,41,0,604879,0000,0,0402P,BX,F,448,AVE E NYCTPM BRONX N,0,408,C3,BBBBBBB,ALL,ALL,GRAY,0.0,2008,-,0,4,False,Weekday
1340666200,GYC5381,NY,PAS,2015-06-18,40,TRLR,TOYOT,P,0,40404,40404,20170528.0,50.0,50,2,160295,0002,0,1100P,BX,,,VAN COURTLANDT GOLF,0,408,D5,BBBBBBB,0  :,0  :,SILVE,0.0,2015,-,0,11,False,Weekday
1340668348,GVY9958,NY,PAS,2015-06-19,40,SDN,BMW,P,0,40404,40404,20170405.0,47.0,47,2,160112,0002,0,1015A,BX,F,,VAN COURTLANT,0,408,J6,BBBBBBB,0  :,0  :,BLK,0.0,2003,-,0,10,False,Weekday
1340668373,GBX7136,NY,PAS,2015-07-03,40,SDN,VOLVO,P,0,40404,40404,20160927.0,50.0,50,2,160112,0002,0,0921A,BX,,,VAN COUTLAND PK,0,408,E2,BBBBBBB,0  :,0  :,GRY,0.0,0,-,0,9,False,Weekday
1340668403,UZD22X,NJ,PAS,2015-07-03,67,SUBN,FORD,P,0,40404,40404,0.0,50.0,50,2,160112,0002,0,0945A,BX,F,,VAN COURTLAND,0,408,J6,BBBBBBB,0  :,0  :,GRY,0.0,0,-,0,9,False,Weekday
1340671542,GJK5645,NY,PAS,2015-06-12,20,SDN,TOYOT,K,14920,71420,0,20150902.0,50.0,50,2,160269,0002,0,0958A,BX,O,6035,BROADWAY,0,408,D5,BBBBBBB,0  :,0  :,BLUE,0.0,2015,-,0,9,False,Weekday
1340671554,GTZ2633,NY,PAS,2015-06-14,20,SUBN,LINCO,K,14920,71420,0,20161015.0,50.0,50,2,160269,0002,0,0537P,BX,O,6035,BROADWAY,0,408,D,BBBBBBB,0  :,0  :,RED,0.0,2003,-,0,5,True,Weekend
1340671566,GSA1978,NY,PAS,2015-07-04,98,SDN,TOYOT,P,67820,20720,52120,20160917.0,44.0,44,2,160265,0002,0,0718P,BX,O,1505,TELLER AVE,0,408,J6,BBBBBBB,0  :,0  :,BLACK,0.0,2009,-,0,7,True,Weekend
1340671852,GMT5702,NY,PAS,2015-06-29,14,SUBN,FORD,P,55960,12550,12550,20160420.0,45.0,45,2,160206,0002,0,0227P,BX,F,1,ORCHARD BEACH RD,0,408,F2,BBBBBBB,0  :,0  :,RED,0.0,0,-,0,2,False,Weekday
1340672923,GJG6350,NY,PAS,2015-06-12,24,SUBN,JEEP,K,55960,12550,12550,20150729.0,45.0,45,2,160183,0002,0,0223P,BX,F,1,ORCHARD BEACH RD,0,408,D,BBBBBBB,0  :,0  :,SILVE,0.0,2003,-,0,2,False,Weekday
1340672935,GXF9639,99,PAS,2015-06-12,24,FOUR,NISSA,K,55960,12550,12550,20170309.0,45.0,45,2,160183,0002,0,0227P,BX,F,1,ORCHARD BEACH RD,0,408,D5,BBBBBBB,0  :,0  :,GOLD,0.0,2012,-,0,2,False,Weekday
1340673630,GCB5876,NY,PAS,2015-06-20,63,SDN,NISSA,K,0,0,0,20151028.0,47.0,47,2,160929,0002,0,0710P,BX,F,,VAN COURTLANDT PK,0,408,D,BBBBBBB,0  :,0  :,SILVE,0.0,2002,-,0,7,True,Weekend
1340673642,GRZ9512,NY,PAS,2015-06-21,67,SDN,BMW,P,0,72720,0,20160902.0,44.0,44,2,160925,0002,0,1006P,BX,F,,FRANS SEGEL,0,408,M2,BBBBBBB,0  :,0  :A,BLACK,0.0,2006,-,0,10,True,Weekend
1340673666,GXT1574,NY,PAS,2015-06-22,24,SDN,HONDA,P,57840,10165,98070,20170331.0,45.0,45,2,160925,0002,0,0130P,BX,F,,PELHAM BAY PK,0,408,F7,BBBBBBB,0  :,0  :,BLACK,0.0,2008,-,0,1,False,Weekday
1340674592,GUJ1488,NY,PAS,2015-06-08,67,SUBN,GMC,K,71520,53220,0,20170122.0,47.0,47,2,161210,0002,0,1024P,BX,F,,VAN CORTLANDT PARK E,0,408,F7,BBBBBBB,0  :,0  :,BLACK,0.0,2015,-,0,10,False,Weekday
1340675067,T652810C,NY,OMT,2015-06-14,67,SDN,TOYOT,K,14920,75170,75175,20160331.0,50.0,50,2,160291,0002,0,0527P,BX,O,6253A,BROADWAY,0,408,J2,BBBBBBB,0  :,0  :,BLACK,0.0,2014,-,0,5,True,Weekend
1340675146,GPX692,NY,PAS,2015-06-07,14,SUBN,HONDA,K,0,40404,40404,20160516.0,45.0,45,2,160165,0002,0,0330P,BX,O,492,HUTCHINSON RIVER PAR,0,408,F7,BBBBBBB,0  :,0  :,BLACK,0.0,2014,-,0,3,True,Weekend
1340675158,KNA9717,VA,PAS,2015-06-08,67,SUBN,LEXUS,K,72720,40404,40404,20151288.0,44.0,44,2,160165,0002,0,1000P,BX,F,157 ST,WALTON AVE,0,408,C,BBBBBBB,0  :,0  :,BLACK,0.0,0,-,0,10,False,Weekday
1340675160,SANJUAN1,NY,SRF,2015-06-09,98,SDN,TOYOT,K,67620,12960,0,20160124.0,43.0,43,2,160165,0002,0,1031P,BX,O,875,TAYLOR AVE,0,408,F7,BBBBBBB,0  :,0  :,SILVE,0.0,2004,-,0,10,False,Weekday
1340675195,GTD8347,NY,PAS,2015-06-13,63,SDN,TOYOT,K,0,40404,40404,20160826.0,50.0,50,2,160165,0002,0,0711P,BX,,,ALLEN SHANDLER REC,0,408,F6,BBBBBBB,0  :,0  :,BLACK,0.0,2014,-,0,7,True,Weekend
1340675201,GPN7167,NY,OMS,2015-06-15,67,SUBN,CHRYS,K,0,0,0,20150930.0,47.0,47,2,160165,0002,0,0955P,BX,F,,W/S VAN CORTLANDT PA,0,408,F3,BBBBBBB,0  :,0  :,SILVE,0.0,2014,-,0,9,False,Weekday
1340675213,GHF1836,NY,PAS,2015-06-17,60,SDN,HONDA,K,0,71750,0,20150710.0,41.0,41,2,160165,0002,0,0510P,BX,F,,BATTETTO POINT PARK,0,408,F7,BBBBBBB,0  :,0  :,GOLD,0.0,2003,-,0,5,False,Weekday
1340675353,GLU7228,NY,PAS,2015-06-13,14,SUBN,TOYOT,K,0,0,0,20160203.0,45.0,45,2,161436,0002,0,1140A,BX,F,,PELHAM BAY PARK BRUC,0,408,C,BBBBBBB,0  :,0  :,BLACK,0.0,2014,-,0,11,True,Weekend
1340675389,GNW4789,NY,PAS,2015-06-07,62,SDN,NISSA,K,57840,10165,98070,20160421.0,45.0,45,2,161436,0002,0,0603P,BX,F,,PELHAM BAY PARK,0,408,D4,BBBBBBB,0  :,0  :,BLACK,0.0,2012,-,0,6,True,Weekend
1354185160,JNM6412,PA,PAS,2015-07-01,21,SDN,HONDA,P,5580,6230,6330,0.0,78.0,78,110,353078,T110,0,0820A,K,F,484,5TH AVE,0,408,D1,YYYYYBB,0800A,0830A,BK,0.0,0,-,0,8,False,Weekday
1340675419,GKT2056,NY,PAS,2015-06-07,62,P-U,FORD,K,57840,0,0,20151231.0,45.0,45,2,160493,0002,0,0617P,BX,F,,PELHAM BAY PARK,0,408,D4,BBBBBBB,0  :,0  :,BLACK,0.0,2006,-,0,6,True,Weekend
1340675420,GPV9327,NY,PAS,2015-06-07,62,VAN,FORD,K,57840,0,0,20160410.0,45.0,45,2,167436,0002,0,0616P,BX,F,,PELHAM BAY PARK,0,408,D4,BBBBBBB,0  :,0  :,BLUE,0.0,2001,-,0,6,True,Weekend
1340675444,GUW4413,NY,PAS,2015-06-07,62,SUBN,BMW,K,57840,0,0,20161223.0,45.0,45,2,161436,0002,0,0622P,BX,F,,PELHAM BAY PARK,0,408,D4,BBBBBBB,0  :,0  :,WHITE,0.0,2001,-,0,6,True,Weekend
1340675456,GXA5706,NY,PAS,2015-06-17,20,SDN,HONDA,K,57840,0,0,20170322.0,45.0,45,2,161436,0002,0,0512P,BX,F,,PELHAM BAY PARK,0,408,D4,BBBBBBB,0  :,0  :,BLUE,0.0,2005,-,0,5,False,Weekday
1340675468,T66CWU,NJ,PAS,2016-06-17,67,,TOYOT,K,71420,0,0,20160588.0,47.0,47,2,161436,0002,0,1020P,BX,F,,VAN CORTLANDT PARK,0,408,D,BBBBBBB,0  :,0  :,GRAY,0.0,0,-,0,10,False,Weekday
1340675559,GKZ4833,NY,PAS,2015-06-18,21,SUBN,HYUND,K,9520,26940,29620,20151020.0,48.0,48,2,161436,0002,0,1135A,BX,O,1932,ARTHUR AVE,0,408,D4,YBBYBBB,11 3A,01 0P,GREEN,0.0,2002,-,0,11,False,Weekday
1340675560,T672524C,NY,OMT,2016-06-18,20,SDN,LINCO,K,8920,20020,26850,20160430.0,44.0,44,2,161436,0002,0,0148P,BX,O,1638,ANTHONY AVE,0,408,D1,BBBBBBB,0  :,0  :,BLACK,0.0,2005,-,0,1,True,Weekend
1340675584,VTY39B,NJ,PAS,2015-06-08,67,SDN,TOYOT,K,11995,0,0,0.0,49.0,49,2,160993,0002,0,0923P,BX,F,,BRONX PARK,0,408,J2,BBBBBBB,0  :,0  :,WHITE,0.0,0,-,0,9,False,Weekday
1340675638,GTY3990,NY,PAS,2015-06-13,20,SDN,INFIN,K,57720,0,0,20161203.0,49.0,49,2,160493,0002,0,0930P,BX,O,999,PELHAM PARKWAY,0,408,F2,BBBBBBB,0  :,0  :,BLACK,0.0,2011,-,0,9,True,Weekend
1340675705,GXX4614,NY,PAS,2015-06-17,67,SUBN,HONDA,K,0,0,0,20170527.0,44.0,44,2,160451,0002,0,1024P,BX,F,,EASTSIDE OF WALTON A,0,408,F7,BBBBBBB,0  :,0  :,SILVE,0.0,2007,-,0,10,False,Weekday
1340675717,X70CAK,NJ,PAS,2015-06-20,63,SUBN,HYUND,K,71420,0,0,0.0,47.0,47,2,160451,0002,0,0705P,BX,F,,VAN CORTLANDT PARK,0,408,F7,BBBBBBB,0  :,0  :,SILVE,0.0,0,-,0,7,True,Weekend
1340675924,LFB105,MD,PAS,2015-06-18,21,SDN,LEXUS,K,9520,26940,29620,20170188.0,48.0,48,2,160275,0002,0,1136A,BX,O,1910,ARTHUR AVE,0,408,F3,YBBYBBB,11 3A,01 0P,BLK,0.0,0,-,0,11,False,Weekday
1340675936,GJS6656,NY,PAS,2015-06-20,20,SDN,HONDA,K,29520,29720,0,20150819.0,44.0,44,2,160275,0002,0,1013A,BX,O,217,MT EDEN PKWY,0,408,D1,BBBBBBB,0  :,0  :,GREY,0.0,2010,-,0,10,True,Weekend
1340675950,T617667C,NY,OMT,2015-06-21,20,SUBN,TOYOT,P,25130,15020,10420,20160228.0,49.0,49,2,160275,0002,0,1143A,BX,O,3420,DUNCOMB AVE,0,408,C,BBBBBBB,0  :,0  :,SILVE,0.0,2010,-,0,11,True,Weekend
